"","sid","block_n","snb","bid","b2_bid","s1_rp","s2_rp","outcome","rt","profit","out_bool","cond","out_prev","out_aprev","bid_prev","bid_aprev","bid_next","bid_anext","dl"
"5752","d12_opolshina",38,"BC",8.9,7.3,0.1,NA,"accept",7970,1.1,TRUE,"d",1,1,8.7,5.2,8.7,NA,0
"5753","d12_opolshina",38,"SC",4,NA,1,3.4,"accept",8281,6,TRUE,"d",0,1,2.8,8.9,2.2,NA,1
"5754","d12_opolshina",38,"NC",4.9,NA,4,NA,"accept",6771,5.1,TRUE,"d",1,1,5.2,4,5.2,NA,1
"5755","d12_opolshina",39,"BC",8.7,8.5,0,NA,"accept",8228,1.3,TRUE,"d",1,1,8.9,4.9,8.8,NA,1
"5756","d12_opolshina",39,"SC",2.2,NA,2.1,0.1,"accept",8303,7.8,TRUE,"d",1,1,4,8.7,3.6,NA,1
"5757","d12_opolshina",39,"NC",5.2,NA,4,NA,"accept",7273,4.8,TRUE,"d",1,1,4.9,2.2,4.5,NA,0
"5758","d12_opolshina",40,"BC",8.8,7.8,0.1,NA,"accept",8805,1.2,TRUE,"d",1,1,8.7,5.2,NA,NA,0
"5759","d12_opolshina",40,"SC",3.6,NA,1,0,"accept",6409,6.4,TRUE,"d",1,1,2.2,8.8,NA,NA,0
"5760","d12_opolshina",40,"NC",4.5,NA,6,NA,"reject",6778,0,FALSE,"d",1,1,5.2,3.6,NA,NA,1
"5761","d13_amasterov",1,"NC",2.7,NA,6.8,NA,"reject",9861,0,FALSE,"d",NA,NA,NA,NA,2.9,NA,NA
"5762","d13_amasterov",1,"SC",2.7,NA,1,3.5,"accept",10006,7.3,TRUE,"d",NA,0,NA,2.7,2.5,NA,NA
"5763","d13_amasterov",1,"BC",4.5,6.8,4,NA,"reject",8385,0,FALSE,"d",NA,1,NA,2.7,4.8,NA,NA
"5764","d13_amasterov",2,"NC",2.9,NA,4.5,NA,"reject",9983,0,FALSE,"d",0,0,2.7,4.5,3.8,NA,1
"5765","d13_amasterov",2,"SC",2.5,NA,4,3.5,"reject",10403,0,FALSE,"d",1,0,2.7,2.9,5.2,NA,1
"5766","d13_amasterov",2,"BC",4.8,7,4.9,NA,"reject",8813,0,FALSE,"d",0,0,4.5,2.5,5.2,NA,1
"5767","d13_amasterov",3,"NC",3.8,NA,4,NA,"reject",7249,0,FALSE,"d",0,0,2.9,4.8,4.9,NA,1
"5768","d13_amasterov",3,"SC",5.2,NA,4,5.2,"accept",7766,4.8,TRUE,"d",0,0,2.5,3.8,3.6,NA,1
"5769","d13_amasterov",3,"BC",5.2,6.3,5.9,NA,"reject",7653,0,FALSE,"d",0,1,4.8,5.2,6.2,NA,1
"5770","d13_amasterov",4,"NC",4.9,NA,0,NA,"accept",7969,5.1,TRUE,"d",0,0,3.8,5.2,4.7,NA,1
"5771","d13_amasterov",4,"SC",3.6,NA,3,0.1,"accept",6360,6.4,TRUE,"d",1,1,5.2,4.9,3.7,NA,1
"5772","d13_amasterov",4,"BC",6.2,7.1,6,NA,"reject",9025,0,FALSE,"d",0,1,5.2,3.6,7.9,NA,1
"5773","d13_amasterov",5,"NC",4.7,NA,3,NA,"accept",6693,5.3,TRUE,"d",1,0,4.9,6.2,4.1,NA,1
"5774","d13_amasterov",5,"SC",3.7,NA,0,0.1,"accept",7365,6.3,TRUE,"d",1,1,3.6,4.7,3,NA,0
"5775","d13_amasterov",5,"BC",7.9,7.1,6.8,NA,"accept",6629,2.1,TRUE,"d",0,1,6.2,3.7,6.8,NA,1
"5776","d13_amasterov",6,"NC",4.1,NA,3.4,NA,"accept",8238,5.9,TRUE,"d",1,1,4.7,7.9,2.7,NA,1
"5777","d13_amasterov",6,"SC",3,NA,3.9,0.1,"accept",7298,7,TRUE,"d",1,1,3.7,4.1,3.3,NA,1
"5778","d13_amasterov",6,"BC",6.8,5.7,0.1,NA,"accept",8355,3.2,TRUE,"d",1,1,7.9,3,5.5,NA,1
"5779","d13_amasterov",7,"NC",2.7,NA,4.5,NA,"reject",8499,0,FALSE,"d",1,1,4.1,6.8,4.5,NA,1
"5780","d13_amasterov",7,"SC",3.3,NA,2,3.6,"accept",9668,6.7,TRUE,"d",1,0,3,2.7,2,NA,0
"5781","d13_amasterov",7,"BC",5.5,6.8,0,NA,"reject",7829,0,FALSE,"d",1,1,6.8,3.3,4.2,NA,1
"5782","d13_amasterov",8,"NC",4.5,NA,0.1,NA,"accept",10937,5.5,TRUE,"d",0,0,2.7,5.5,3.2,NA,1
"5783","d13_amasterov",8,"SC",2,NA,4,2,"accept",10846,8,TRUE,"d",1,1,3.3,4.5,3.1,NA,1
"5784","d13_amasterov",8,"BC",4.2,6.6,5,NA,"reject",7287,0,FALSE,"d",0,1,5.5,2,3.6,NA,0
"5785","d13_amasterov",9,"NC",3.2,NA,0.1,NA,"accept",9641,6.8,TRUE,"d",1,0,4.5,4.2,3.4,NA,1
"5786","d13_amasterov",9,"SC",3.1,NA,3.2,3.5,"reject",7948,0,FALSE,"d",1,1,2,3.2,4.7,NA,0
"5787","d13_amasterov",9,"BC",3.6,8.5,6,NA,"reject",8892,0,FALSE,"d",0,0,4.2,3.1,3.8,NA,0
"5788","d13_amasterov",10,"NC",3.4,NA,5,NA,"reject",9885,0,FALSE,"d",1,0,3.2,3.6,3.9,NA,0
"5789","d13_amasterov",10,"SC",4.7,NA,3.5,3.5,"accept",8045,5.3,TRUE,"d",0,0,3.1,3.4,5.2,NA,1
"5790","d13_amasterov",10,"BC",3.8,8.9,2.9,NA,"reject",12528,0,FALSE,"d",0,1,3.6,4.7,3.8,NA,1
"5791","d13_amasterov",11,"NC",3.9,NA,4.5,NA,"reject",8716,0,FALSE,"d",0,0,3.4,3.8,5.1,NA,1
"5792","d13_amasterov",11,"SC",5.2,NA,0,0.1,"accept",8684,4.8,TRUE,"d",1,0,4.7,3.9,3.9,NA,0
"5793","d13_amasterov",11,"BC",3.8,8.2,5,NA,"reject",7093,0,FALSE,"d",0,1,3.8,5.2,5.7,NA,0
"5794","d13_amasterov",12,"NC",5.1,NA,4.2,NA,"accept",8352,4.9,TRUE,"d",0,0,3.9,3.8,4.8,NA,1
"5795","d13_amasterov",12,"SC",3.9,NA,0.4,3.5,"accept",7847,6.1,TRUE,"d",1,1,5.2,5.1,3.9,NA,1
"5796","d13_amasterov",12,"BC",5.7,7.8,0.1,NA,"reject",7226,0,FALSE,"d",0,1,3.8,3.9,2.8,NA,1
"5797","d13_amasterov",13,"NC",4.8,NA,4,NA,"accept",9888,5.2,TRUE,"d",1,0,5.1,5.7,4.8,NA,1
"5798","d13_amasterov",13,"SC",3.9,NA,3,0,"accept",9456,6.1,TRUE,"d",1,1,3.9,4.8,4.3,NA,1
"5799","d13_amasterov",13,"BC",2.8,8.2,0.1,NA,"reject",7025,0,FALSE,"d",0,1,5.7,3.9,5.4,NA,0
"5800","d13_amasterov",14,"NC",4.8,NA,4.8,NA,"accept",6935,5.2,TRUE,"d",1,0,4.8,2.8,4.4,NA,1
"5801","d13_amasterov",14,"SC",4.3,NA,2.9,2.3,"accept",7112,5.7,TRUE,"d",1,1,3.9,4.8,4.7,NA,0
"5802","d13_amasterov",14,"BC",5.4,7.5,7,NA,"reject",7330,0,FALSE,"d",0,1,2.8,4.3,4,NA,1
"5803","d13_amasterov",15,"NC",4.4,NA,1.8,NA,"accept",7819,5.6,TRUE,"d",1,0,4.8,5.4,3.9,NA,1
"5804","d13_amasterov",15,"SC",4.7,NA,1,0,"accept",7527,5.3,TRUE,"d",1,1,4.3,4.4,4.7,NA,0
"5805","d13_amasterov",15,"BC",4,8.5,1.6,NA,"reject",6504,0,FALSE,"d",0,1,5.4,4.7,3.9,NA,0
"5806","d13_amasterov",16,"NC",3.9,NA,4,NA,"reject",6801,0,FALSE,"d",1,0,4.4,4,3.9,NA,1
"5807","d13_amasterov",16,"SC",4.7,NA,2.7,0.1,"accept",7170,5.3,TRUE,"d",1,0,4.7,3.9,5.8,NA,1
"5808","d13_amasterov",16,"BC",3.9,9.2,0.1,NA,"reject",14514,0,FALSE,"d",0,1,4,4.7,4.6,NA,0
"5809","d13_amasterov",17,"NC",3.9,NA,5.6,NA,"reject",7260,0,FALSE,"d",0,0,3.9,3.9,4.5,NA,0
"5810","d13_amasterov",17,"SC",5.8,NA,1,0.1,"accept",7648,4.2,TRUE,"d",1,0,4.7,3.9,2.8,NA,0
"5811","d13_amasterov",17,"BC",4.6,7.9,1,NA,"reject",6756,0,FALSE,"d",0,1,3.9,5.8,7.9,NA,1
"5812","d13_amasterov",18,"NC",4.5,NA,5,NA,"reject",7252,0,FALSE,"d",0,0,3.9,4.6,3.7,NA,1
"5813","d13_amasterov",18,"SC",2.8,NA,1,0.1,"accept",8921,7.2,TRUE,"d",1,0,5.8,4.5,3.1,NA,1
"5814","d13_amasterov",18,"BC",7.9,8.1,4.6,NA,"reject",6265,0,FALSE,"d",0,1,4.6,2.8,7.1,NA,1
"5815","d13_amasterov",19,"NC",3.7,NA,0,NA,"accept",6777,6.3,TRUE,"d",0,0,4.5,7.9,4.7,NA,0
"5816","d13_amasterov",19,"SC",3.1,NA,3.1,0,"accept",8178,6.9,TRUE,"d",1,1,2.8,3.7,3,NA,0
"5817","d13_amasterov",19,"BC",7.1,8,7.9,NA,"reject",6648,0,FALSE,"d",0,1,7.9,3.1,7.6,NA,0
"5818","d13_amasterov",20,"NC",4.7,NA,0,NA,"accept",6849,5.3,TRUE,"d",1,0,3.7,7.1,4,NA,0
"5819","d13_amasterov",20,"SC",3,NA,2.9,0,"accept",6498,7,TRUE,"d",1,1,3.1,4.7,2.3,NA,1
"5820","d13_amasterov",20,"BC",7.6,8,0.1,NA,"reject",8098,0,FALSE,"d",0,1,7.1,3,8.2,NA,1
"5821","d13_amasterov",21,"NC",4,NA,0,NA,"accept",6876,6,TRUE,"d",1,0,4.7,7.6,1.5,NA,1
"5822","d13_amasterov",21,"SC",2.3,NA,2,3.8,"accept",6269,7.7,TRUE,"d",1,1,3,4,2.7,NA,1
"5823","d13_amasterov",21,"BC",8.2,8.7,0.8,NA,"reject",8925,0,FALSE,"d",0,1,7.6,2.3,7.8,NA,1
"5824","d13_amasterov",22,"NC",1.5,NA,0.1,NA,"accept",9141,8.5,TRUE,"d",1,0,4,8.2,1.2,NA,1
"5825","d13_amasterov",22,"SC",2.7,NA,2.9,3.9,"reject",11244,0,FALSE,"d",1,1,2.3,1.5,2.7,NA,0
"5826","d13_amasterov",22,"BC",7.8,8.7,1,NA,"reject",8557,0,FALSE,"d",0,0,8.2,2.7,8.5,NA,0
"5827","d13_amasterov",23,"NC",1.2,NA,7,NA,"reject",8379,0,FALSE,"d",1,0,1.5,7.8,2.3,NA,1
"5828","d13_amasterov",23,"SC",2.7,NA,4.8,1.3,"accept",6769,7.3,TRUE,"d",0,0,2.7,1.2,2.5,NA,0
"5829","d13_amasterov",23,"BC",8.5,8.3,4,NA,"accept",6170,1.5,TRUE,"d",0,1,7.8,2.7,8.5,NA,1
"5830","d13_amasterov",24,"NC",2.3,NA,0,NA,"accept",6811,7.7,TRUE,"d",0,1,1.2,8.5,1.4,NA,1
"5831","d13_amasterov",24,"SC",2.5,NA,1.7,3,"accept",6315,7.5,TRUE,"d",1,1,2.7,2.3,3.4,NA,1
"5832","d13_amasterov",24,"BC",8.5,8.9,0.8,NA,"reject",8444,0,FALSE,"d",1,1,8.5,2.5,8.3,NA,1
"5833","d13_amasterov",25,"NC",1.4,NA,6.8,NA,"reject",9431,0,FALSE,"d",1,0,2.3,8.5,1.4,NA,1
"5834","d13_amasterov",25,"SC",3.4,NA,1,3.5,"accept",5873,6.6,TRUE,"d",1,0,2.5,1.4,2.4,NA,0
"5835","d13_amasterov",25,"BC",8.3,6.8,4,NA,"accept",7234,1.7,TRUE,"d",0,1,8.5,3.4,7.8,NA,0
"5836","d13_amasterov",26,"NC",1.4,NA,4.5,NA,"reject",9519,0,FALSE,"d",0,1,1.4,8.3,1.4,NA,0
"5837","d13_amasterov",26,"SC",2.4,NA,4,3.5,"reject",8583,0,FALSE,"d",1,0,3.4,1.4,2.4,NA,1
"5838","d13_amasterov",26,"BC",7.8,7,4.9,NA,"accept",8140,2.2,TRUE,"d",1,0,8.3,2.4,7.2,NA,1
"5839","d13_amasterov",27,"NC",1.4,NA,4,NA,"reject",7844,0,FALSE,"d",0,1,1.4,7.8,1.5,NA,0
"5840","d13_amasterov",27,"SC",2.4,NA,4,5.2,"reject",6464,0,FALSE,"d",0,0,2.4,1.4,2.5,NA,0
"5841","d13_amasterov",27,"BC",7.2,6.3,5.9,NA,"accept",7489,2.8,TRUE,"d",1,0,7.8,2.4,6.3,NA,1
"5842","d13_amasterov",28,"NC",1.5,NA,0,NA,"accept",7244,8.5,TRUE,"d",0,1,1.4,7.2,1,NA,1
"5843","d13_amasterov",28,"SC",2.5,NA,3,0.1,"accept",8199,7.5,TRUE,"d",0,1,2.4,1.5,2.9,NA,1
"5844","d13_amasterov",28,"BC",6.3,7.1,6,NA,"reject",6653,0,FALSE,"d",1,1,7.2,2.5,6.3,NA,1
"5845","d13_amasterov",29,"NC",1,NA,3,NA,"reject",6846,0,FALSE,"d",1,0,1.5,6.3,0.5,NA,1
"5846","d13_amasterov",29,"SC",2.9,NA,0,0.1,"accept",7519,7.1,TRUE,"d",1,0,2.5,1,2.4,NA,0
"5847","d13_amasterov",29,"BC",6.3,7.1,6.8,NA,"reject",6424,0,FALSE,"d",0,1,6.3,2.9,7.6,NA,0
"5848","d13_amasterov",30,"NC",0.5,NA,3.4,NA,"reject",9065,0,FALSE,"d",0,0,1,6.3,0.6,NA,0
"5849","d13_amasterov",30,"SC",2.4,NA,3.9,0.1,"accept",6683,7.6,TRUE,"d",1,0,2.9,0.5,0.6,NA,1
"5850","d13_amasterov",30,"BC",7.6,5.7,0.1,NA,"accept",6644,2.4,TRUE,"d",0,1,6.3,2.4,7.3,NA,1
"5851","d13_amasterov",31,"NC",0.6,NA,4.5,NA,"reject",8668,0,FALSE,"d",0,1,0.5,7.6,1.9,NA,1
"5852","d13_amasterov",31,"SC",0.6,NA,2,3.6,"reject",8326,0,FALSE,"d",1,0,2.4,0.6,1.4,NA,1
"5853","d13_amasterov",31,"BC",7.3,6.8,0,NA,"accept",7767,2.7,TRUE,"d",1,0,7.6,0.6,8.4,NA,1
"5854","d13_amasterov",32,"NC",1.9,NA,0.1,NA,"accept",8549,8.1,TRUE,"d",0,1,0.6,7.3,1.3,NA,1
"5855","d13_amasterov",32,"SC",1.4,NA,4,2,"reject",6452,0,FALSE,"d",0,1,0.6,1.9,1.5,NA,1
"5856","d13_amasterov",32,"BC",8.4,6.6,5,NA,"accept",7877,1.6,TRUE,"d",1,0,7.3,1.4,7.3,NA,0
"5857","d13_amasterov",33,"NC",1.3,NA,0.1,NA,"accept",6800,8.7,TRUE,"d",1,1,1.9,8.4,2.8,NA,1
"5858","d13_amasterov",33,"SC",1.5,NA,3.2,3.5,"reject",6065,0,FALSE,"d",0,1,1.4,1.3,3.3,NA,1
"5859","d13_amasterov",33,"BC",7.3,8.5,6,NA,"reject",8369,0,FALSE,"d",1,0,8.4,1.5,6.9,NA,1
"5860","d13_amasterov",34,"NC",2.8,NA,5,NA,"reject",7576,0,FALSE,"d",1,0,1.3,7.3,1.5,NA,0
"5861","d13_amasterov",34,"SC",3.3,NA,3.5,3.5,"reject",6303,0,FALSE,"d",0,0,1.5,2.8,2.6,NA,1
"5862","d13_amasterov",34,"BC",6.9,8.9,2.9,NA,"reject",8039,0,FALSE,"d",0,0,7.3,3.3,6,NA,0
"5863","d13_amasterov",35,"NC",1.5,NA,4.5,NA,"reject",7619,0,FALSE,"d",0,0,2.8,6.9,1.5,NA,0
"5864","d13_amasterov",35,"SC",2.6,NA,0,0.1,"accept",7017,7.4,TRUE,"d",0,0,3.3,1.5,2.6,NA,0
"5865","d13_amasterov",35,"BC",6,8.2,5,NA,"reject",7527,0,FALSE,"d",0,1,6.9,2.6,2.6,NA,0
"5866","d13_amasterov",36,"NC",1.5,NA,4.2,NA,"reject",6407,0,FALSE,"d",0,0,1.5,6,2.6,NA,0
"5867","d13_amasterov",36,"SC",2.6,NA,0.4,3.5,"accept",8376,7.4,TRUE,"d",1,0,2.6,1.5,2.7,NA,1
"5868","d13_amasterov",36,"BC",2.6,7.8,0.1,NA,"reject",7983,0,FALSE,"d",0,1,6,2.6,9.1,NA,0
"5869","d13_amasterov",37,"NC",2.6,NA,4,NA,"reject",7997,0,FALSE,"d",0,0,1.5,2.6,1.5,NA,1
"5870","d13_amasterov",37,"SC",2.7,NA,3,0,"accept",8314,7.3,TRUE,"d",1,0,2.6,2.6,2.8,NA,0
"5871","d13_amasterov",37,"BC",9.1,8.2,0.1,NA,"accept",6483,0.9,TRUE,"d",0,1,2.6,2.7,2.5,NA,1
"5872","d13_amasterov",38,"NC",1.5,NA,4.8,NA,"reject",12172,0,FALSE,"d",0,1,2.6,9.1,1.9,NA,0
"5873","d13_amasterov",38,"SC",2.8,NA,2.9,2.3,"accept",7286,7.2,TRUE,"d",1,0,2.7,1.5,2.6,NA,0
"5874","d13_amasterov",38,"BC",2.5,7.5,7,NA,"reject",9752,0,FALSE,"d",1,1,9.1,2.8,8.4,NA,1
"5875","d13_amasterov",39,"NC",1.9,NA,1.8,NA,"accept",8174,8.1,TRUE,"d",0,0,1.5,2.5,3,NA,1
"5876","d13_amasterov",39,"SC",2.6,NA,1,0,"accept",7069,7.4,TRUE,"d",1,1,2.8,1.9,1.9,NA,1
"5877","d13_amasterov",39,"BC",8.4,8.5,1.6,NA,"reject",6169,0,FALSE,"d",0,1,2.5,2.6,2.4,NA,1
"5878","d13_amasterov",40,"NC",3,NA,4,NA,"reject",6721,0,FALSE,"d",1,0,1.9,8.4,NA,NA,0
"5879","d13_amasterov",40,"SC",1.9,NA,2.7,0.1,"accept",6562,8.1,TRUE,"d",1,0,2.6,3,NA,NA,1
"5880","d13_amasterov",40,"BC",2.4,9.2,0.1,NA,"reject",11891,0,FALSE,"d",0,1,8.4,1.9,NA,NA,0
"5881","d14_dsultanov",1,"NC",4.6,NA,5,NA,"reject",7432,0,FALSE,"d",NA,NA,NA,NA,5.2,NA,NA
"5882","d14_dsultanov",1,"BC",5.8,4.2,3.8,NA,"accept",6860,4.2,TRUE,"d",NA,0,NA,4.6,5.8,NA,NA
"5883","d14_dsultanov",1,"SC",3.5,NA,3.5,4,"accept",6901,6.5,TRUE,"d",NA,1,NA,5.8,2.5,NA,NA
"5884","d14_dsultanov",2,"NC",5.2,NA,1,NA,"accept",7742,4.8,TRUE,"d",0,1,4.6,3.5,5.2,NA,1
"5885","d14_dsultanov",2,"BC",5.8,5.9,8,NA,"reject",8151,0,FALSE,"d",1,1,5.8,5.2,7.3,NA,1
"5886","d14_dsultanov",2,"SC",2.5,NA,4,3.5,"reject",9637,0,FALSE,"d",1,0,3.5,5.8,5,NA,1
"5887","d14_dsultanov",3,"NC",5.2,NA,5.9,NA,"reject",7344,0,FALSE,"d",1,0,5.2,2.5,5.5,NA,1
"5888","d14_dsultanov",3,"BC",7.3,4.8,3.2,NA,"accept",7672,2.7,TRUE,"d",0,0,5.8,5.2,5.8,NA,1
"5889","d14_dsultanov",3,"SC",5,NA,1,4.1,"accept",6684,5,TRUE,"d",0,1,2.5,7.3,2.8,NA,1
"5890","d14_dsultanov",4,"NC",5.5,NA,3.2,NA,"accept",7548,4.5,TRUE,"d",0,1,5.2,5,6.1,NA,1
"5891","d14_dsultanov",4,"BC",5.8,7,1,NA,"reject",7636,0,FALSE,"d",1,1,7.3,5.5,7.5,NA,1
"5892","d14_dsultanov",4,"SC",2.8,NA,3,2,"accept",6857,7.2,TRUE,"d",1,0,5,5.8,2.6,NA,1
"5893","d14_dsultanov",5,"NC",6.1,NA,1,NA,"accept",7322,3.9,TRUE,"d",1,1,5.5,2.8,5.8,NA,0
"5894","d14_dsultanov",5,"BC",7.5,5.5,4.3,NA,"accept",8187,2.5,TRUE,"d",0,1,5.8,6.1,7.1,NA,1
"5895","d14_dsultanov",5,"SC",2.6,NA,0,0.1,"accept",7057,7.4,TRUE,"d",1,1,2.8,7.5,2.9,NA,1
"5896","d14_dsultanov",6,"NC",5.8,NA,3.4,NA,"accept",7646,4.2,TRUE,"d",1,1,6.1,2.6,5.3,NA,1
"5897","d14_dsultanov",6,"BC",7.1,7.5,3,NA,"reject",8450,0,FALSE,"d",1,1,7.5,5.8,8.1,NA,1
"5898","d14_dsultanov",6,"SC",2.9,NA,3.9,0.1,"accept",7349,7.1,TRUE,"d",1,0,2.6,7.1,4.2,NA,0
"5899","d14_dsultanov",7,"NC",5.3,NA,2,NA,"accept",9973,4.7,TRUE,"d",1,1,5.8,2.9,5.3,NA,1
"5900","d14_dsultanov",7,"BC",8.1,7,0,NA,"accept",8970,1.9,TRUE,"d",0,1,7.1,5.3,7.9,NA,1
"5901","d14_dsultanov",7,"SC",4.2,NA,2,4.3,"accept",6271,5.8,TRUE,"d",1,1,2.9,8.1,3.4,NA,0
"5902","d14_dsultanov",8,"NC",5.3,NA,2.9,NA,"accept",8408,4.7,TRUE,"d",1,1,5.3,4.2,4.9,NA,1
"5903","d14_dsultanov",8,"BC",7.9,7.5,3,NA,"accept",11949,2.1,TRUE,"d",1,1,8.1,5.3,7.5,NA,1
"5904","d14_dsultanov",8,"SC",3.4,NA,3.8,0.1,"accept",7185,6.6,TRUE,"d",1,1,4.2,7.9,4,NA,1
"5905","d14_dsultanov",9,"NC",4.9,NA,4,NA,"accept",6415,5.1,TRUE,"d",1,1,5.3,3.4,4.7,NA,1
"5906","d14_dsultanov",9,"BC",7.5,7.9,2.2,NA,"reject",8064,0,FALSE,"d",1,1,7.9,4.9,8,NA,1
"5907","d14_dsultanov",9,"SC",4,NA,3.6,1,"accept",7899,6,TRUE,"d",1,0,3.4,7.5,3.8,NA,0
"5908","d14_dsultanov",10,"NC",4.7,NA,4,NA,"accept",8005,5.3,TRUE,"d",1,1,4.9,4,4.5,NA,1
"5909","d14_dsultanov",10,"BC",8,8.9,4,NA,"reject",9738,0,FALSE,"d",0,1,7.5,4.7,8.3,NA,1
"5910","d14_dsultanov",10,"SC",3.8,NA,4,2,"accept",11992,6.2,TRUE,"d",1,0,4,8,3.5,NA,1
"5911","d14_dsultanov",11,"NC",4.5,NA,4,NA,"accept",9090,5.5,TRUE,"d",1,1,4.7,3.8,4.5,NA,1
"5912","d14_dsultanov",11,"BC",8.3,8.4,5,NA,"reject",8914,0,FALSE,"d",0,1,8,4.5,8.5,NA,1
"5913","d14_dsultanov",11,"SC",3.5,NA,2,4.1,"accept",7058,6.5,TRUE,"d",1,0,3.8,8.3,4.1,NA,1
"5914","d14_dsultanov",12,"NC",4.5,NA,4.6,NA,"reject",7319,0,FALSE,"d",1,1,4.5,3.5,3.2,NA,1
"5915","d14_dsultanov",12,"BC",8.5,6.8,6.7,NA,"accept",7225,1.5,TRUE,"d",0,0,8.3,4.5,8.3,NA,1
"5916","d14_dsultanov",12,"SC",4.1,NA,2,4,"accept",7910,5.9,TRUE,"d",1,1,3.5,8.5,3.9,NA,0
"5917","d14_dsultanov",13,"NC",3.2,NA,4,NA,"reject",7127,0,FALSE,"d",0,1,4.5,4.1,4.5,NA,0
"5918","d14_dsultanov",13,"BC",8.3,5,0,NA,"accept",8648,1.7,TRUE,"d",1,0,8.5,3.2,8.3,NA,1
"5919","d14_dsultanov",13,"SC",3.9,NA,1,3,"accept",9643,6.1,TRUE,"d",1,1,4.1,8.3,3.9,NA,1
"5920","d14_dsultanov",14,"NC",4.5,NA,0,NA,"accept",8085,5.5,TRUE,"d",0,1,3.2,3.9,4.6,NA,1
"5921","d14_dsultanov",14,"BC",8.3,8.1,0.1,NA,"accept",7215,1.7,TRUE,"d",1,1,8.3,4.5,7.3,NA,1
"5922","d14_dsultanov",14,"SC",3.9,NA,2,3.4,"accept",9645,6.1,TRUE,"d",1,1,3.9,8.3,3.5,NA,1
"5923","d14_dsultanov",15,"NC",4.6,NA,4,NA,"accept",8583,5.4,TRUE,"d",1,1,4.5,3.9,4.6,NA,0
"5924","d14_dsultanov",15,"BC",7.3,7.9,7.5,NA,"reject",7844,0,FALSE,"d",1,1,8.3,4.6,8,NA,1
"5925","d14_dsultanov",15,"SC",3.5,NA,4,2.3,"accept",8432,6.5,TRUE,"d",1,0,3.9,7.3,3.6,NA,1
"5926","d14_dsultanov",16,"NC",4.6,NA,4,NA,"accept",7812,5.4,TRUE,"d",1,1,4.6,3.5,4.5,NA,1
"5927","d14_dsultanov",16,"BC",8,7.8,7,NA,"accept",10216,2,TRUE,"d",0,1,7.3,4.6,7.9,NA,1
"5928","d14_dsultanov",16,"SC",3.6,NA,3.9,0,"accept",6683,6.4,TRUE,"d",1,1,3.5,8,3.4,NA,0
"5929","d14_dsultanov",17,"NC",4.5,NA,3,NA,"accept",6700,5.5,TRUE,"d",1,1,4.6,3.6,4.6,NA,1
"5930","d14_dsultanov",17,"BC",7.9,8.5,4.6,NA,"reject",8829,0,FALSE,"d",1,1,8,4.5,8.4,NA,1
"5931","d14_dsultanov",17,"SC",3.4,NA,4.8,0,"accept",8167,6.6,TRUE,"d",1,0,3.6,7.9,3.6,NA,1
"5932","d14_dsultanov",18,"NC",4.6,NA,5,NA,"reject",7190,0,FALSE,"d",1,1,4.5,3.4,4.6,NA,0
"5933","d14_dsultanov",18,"BC",8.4,7.8,8,NA,"accept",9366,1.6,TRUE,"d",0,0,7.9,4.6,8.1,NA,1
"5934","d14_dsultanov",18,"SC",3.6,NA,2.6,6.3,"accept",7987,6.4,TRUE,"d",1,1,3.4,8.4,3.6,NA,0
"5935","d14_dsultanov",19,"NC",4.6,NA,5,NA,"reject",6841,0,FALSE,"d",0,1,4.6,3.6,4.4,NA,0
"5936","d14_dsultanov",19,"BC",8.1,8,7.9,NA,"accept",9522,1.9,TRUE,"d",1,0,8.4,4.6,8.1,NA,1
"5937","d14_dsultanov",19,"SC",3.6,NA,0.5,6.3,"accept",10345,6.4,TRUE,"d",1,1,3.6,8.1,3.3,NA,1
"5938","d14_dsultanov",20,"NC",4.4,NA,3.1,NA,"accept",7079,5.6,TRUE,"d",0,1,4.6,3.6,4.6,NA,0
"5939","d14_dsultanov",20,"BC",8.1,6.1,0.1,NA,"accept",9697,1.9,TRUE,"d",1,1,8.1,4.4,8,NA,1
"5940","d14_dsultanov",20,"SC",3.3,NA,3.2,0,"accept",8929,6.7,TRUE,"d",1,1,3.6,8.1,3.5,NA,1
"5941","d14_dsultanov",21,"NC",4.6,NA,0,NA,"accept",9377,5.4,TRUE,"d",1,1,4.4,3.3,4.4,NA,0
"5942","d14_dsultanov",21,"BC",8,8.6,7,NA,"reject",7373,0,FALSE,"d",1,1,8.1,4.6,8.5,NA,1
"5943","d14_dsultanov",21,"SC",3.5,NA,3,3.5,"accept",8501,6.5,TRUE,"d",1,0,3.3,8,3.4,NA,0
"5944","d14_dsultanov",22,"NC",4.4,NA,4,NA,"accept",9966,5.6,TRUE,"d",1,1,4.6,3.5,4.6,NA,1
"5945","d14_dsultanov",22,"BC",8.5,8.4,0,NA,"accept",8651,1.5,TRUE,"d",0,1,8,4.4,7.8,NA,1
"5946","d14_dsultanov",22,"SC",3.4,NA,2.9,0,"accept",8125,6.6,TRUE,"d",1,1,3.5,8.5,3.2,NA,1
"5947","d14_dsultanov",23,"NC",4.6,NA,1,NA,"accept",8318,5.4,TRUE,"d",1,1,4.4,3.4,4.5,NA,0
"5948","d14_dsultanov",23,"BC",7.8,8.6,8,NA,"reject",7663,0,FALSE,"d",1,1,8.5,4.6,8.4,NA,1
"5949","d14_dsultanov",23,"SC",3.2,NA,1.9,1.3,"accept",6722,6.8,TRUE,"d",1,0,3.4,7.8,2.1,NA,1
